Net-Reward,Reached
-0.2857142857142857,0
-0.5,0
0.25,0
1.25,0
3.5,1
0.25,0
5.8,1
4.375,1
4.5,1
4.0,1
3.6666666666666665,1
3.5,1
1.9444444444444444,1
2.2777777777777777,1
0.2222222222222222,0
0.7222222222222222,0
0.0,0
-0.25,0
1.0,0
0.2857142857142857,0
1.0,0
0.875,0
0.16666666666666666,0
0.25,0
0.125,0
0.5,0
0.625,0
0.375,0
0.6666666666666666,0
0.6666666666666666,0
0.2857142857142857,0
1.0,0
0.75,0
3.3,1
0.3,0
0.25,0
0.375,0
0.375,0
1.5,0
-0.125,0
3.4285714285714284,1
1.2,0
1.0833333333333333,0
0.5,0
0.05555555555555555,0
0.1,0
0.75,0
0.0,0
0.5,0
-0.2,0
0.35714285714285715,0
1.25,0
0.875,0
0.7857142857142857,0
0.6666666666666666,0
2.4,0
0.2222222222222222,0
0.5,0
0.25,0
0.0,0
3.375,0
0.875,0
0.6666666666666666,0
0.9,0
0.8,0
1.875,0
0.375,0
-0.125,0
0.7857142857142857,0
-0.2,0
1.75,0
0.375,0
-0.2,0
-0.35714285714285715,0
-0.2,0
-0.1,0
-0.2,0
0.1111111111111111,0
0.0,0
0.9166666666666666,0
0.0625,0
0.75,0
-0.14285714285714285,0
2.357142857142857,1
0.4,0
1.1,0
-0.07142857142857142,0
0.3,0
0.7142857142857143,0
2.8333333333333335,1
2.375,1
0.5,0
0.16666666666666666,0
1.4,0
0.0,0
-0.08333333333333333,0
0.0,0
0.2857142857142857,0
0.14285714285714285,0
0.8,0
