Net-Reward,Reached
0.3333333333333333,0
1.8,1
-0.375,0
1.25,0
1.875,0
-2.5,0
0.21428571428571427,0
-0.8333333333333334,0
-1.5,0
-0.625,0
3.0,1
0.7,1
-0.875,0
-2.375,0
2.9,1
0.21428571428571427,0
-0.1,0
-2.75,0
1.5833333333333333,1
0.8125,0
4.625,1
-0.5,0
-0.5,0
-0.5,0
2.1,1
1.1428571428571428,0
-0.3333333333333333,0
-0.3125,0
0.4444444444444444,1
-2.0,0
-1.4285714285714286,0
-2.0,0
1.0833333333333333,1
1.375,0
1.8,1
3.625,0
0.125,0
1.6666666666666667,1
1.3,0
0.9,0
-1.0,0
-0.875,0
-0.5,0
-0.8333333333333334,0
0.2,0
1.2857142857142858,1
-0.5,0
1.6,1
1.9285714285714286,1
-0.8,0
-1.0833333333333333,0
1.9285714285714286,1
-0.875,0
-1.25,0
-0.25,0
-0.4166666666666667,0
2.0,1
2.142857142857143,0
1.5,1
-1.4285714285714286,0
3.75,1
0.625,0
-0.5,0
0.625,0
-0.625,0
1.2222222222222223,1
-1.6428571428571428,0
-1.5,0
0.0,0
-0.875,0
1.875,0
0.125,0
0.125,0
-0.5555555555555556,0
1.1111111111111112,1
3.0,1
1.9,1
2.0833333333333335,1
-0.7,0
-0.3,0
1.4375,1
-0.6666666666666666,0
0.2857142857142857,0
0.14285714285714285,0
2.0714285714285716,1
1.9,1
-1.625,0
2.25,0
0.14285714285714285,0
0.5,0
-1.2,0
2.8333333333333335,1
0.0,0
0.0,0
-2.7,0
-1.1666666666666667,0
-2.625,0
-0.4,0
1.75,0
-0.0625,0
