Net-Reward,Reached
-0.8333333333333334,0
-0.125,0
0.4166666666666667,0
-0.05555555555555555,0
0.55,1
-0.5,0
1.75,0
-1.5,0
-0.5625,0
4.25,1
2.9,1
0.625,0
1.3,0
-1.625,0
3.0714285714285716,1
-1.0714285714285714,0
-0.5,0
1.6111111111111112,1
-0.7142857142857143,0
-0.75,0
0.1,0
-0.3,0
-0.5,0
0.875,0
-0.1,0
3.25,1
0.42857142857142855,0
0.3,0
1.1666666666666667,0
-1.875,0
-0.16666666666666666,0
3.5,1
-0.3333333333333333,0
1.0,0
1.25,0
-1.375,0
-0.375,0
-1.0,0
-0.3125,0
-0.125,0
-1.875,0
-2.25,0
1.4285714285714286,0
0.25,0
-0.9285714285714286,0
-0.75,0
-0.4166666666666667,0
-1.8333333333333333,0
4.875,1
-0.125,0
1.25,1
1.2142857142857142,0
-0.4,0
0.07142857142857142,0
-1.375,0
-0.35714285714285715,0
-1.75,0
0.75,0
-0.625,0
-1.5,0
0.6111111111111112,1
-2.7142857142857144,0
-0.75,0
0.375,0
0.4,0
-0.3333333333333333,0
-1.2,0
0.6666666666666666,0
0.0625,0
-0.5625,0
0.25,0
-0.1,0
-1.8333333333333333,0
-0.5,0
-2.0,0
0.5,0
-0.5,0
-1.625,0
-0.7,0
0.3181818181818182,0
3.25,1
-1.0,0
3.375,1
0.6666666666666666,0
2.5833333333333335,1
-0.4,0
-1.8,0
-0.5,0
0.08333333333333333,0
1.2222222222222223,1
-0.4,0
-1.875,0
-1.625,0
1.125,0
-0.3125,0
-1.625,0
-1.8333333333333333,0
-2.0714285714285716,0
-0.75,0
-0.5555555555555556,0
