Net-Reward,Reached
4.0,0
1.0,0
3.3125,1
3.8,1
4.5,1
4.0,1
3.4285714285714284,1
5.0,1
2.0625,1
3.6666666666666665,1
5.875,1
4.8,1
3.2777777777777777,1
3.5,1
6.416666666666667,1
5.1,1
3.875,1
3.9285714285714284,1
5.1875,1
4.875,1
5.7,1
4.583333333333333,1
6.8,1
6.071428571428571,1
5.3,1
2.0,1
3.6666666666666665,1
5.4,1
7.25,1
7.625,1
3.2,0
3.25,1
2.9285714285714284,1
2.5,1
6.3,1
2.7142857142857144,1
5.333333333333333,1
3.125,1
6.5,1
2.1363636363636362,1
2.25,1
3.4,1
4.8,0
3.25,1
4.25,1
4.875,1
5.5,1
3.272727272727273,1
5.875,1
5.9,1
4.6,1
2.4,1
3.9,1
5.25,1
6.3,1
3.9166666666666665,1
6.0,1
4.277777777777778,1
3.5,1
2.5,1
2.9444444444444446,1
7.0,1
5.428571428571429,1
5.25,1
3.5714285714285716,1
2.5833333333333335,1
5.75,1
4.0,1
4.833333333333333,1
4.4,1
5.333333333333333,0
6.375,1
5.6875,1
5.1,1
7.1,1
6.3,0
4.3125,1
4.875,1
4.7,1
8.625,1
6.3,1
4.625,1
5.625,1
8.375,1
5.2,1
5.333333333333333,1
3.875,1
3.6666666666666665,1
5.083333333333333,1
6.25,1
4.888888888888889,0
1.9285714285714286,1
7.75,1
4.833333333333333,1
2.9545454545454546,1
1.9545454545454546,1
2.8333333333333335,1
7.2,1
6.9,0
3.3333333333333335,1
