Net-Reward,Reached
1.375,0
-0.5,0
4.25,1
1.3333333333333333,0
0.0,0
-0.3,0
0.7,0
0.0,0
-0.125,0
0.0,0
-0.14285714285714285,0
-0.125,0
1.0,0
-0.75,0
-0.25,0
1.25,0
0.25,0
-0.1875,0
1.6,0
0.0,0
1.6,0
0.0,0
4.5,1
0.0,0
1.9166666666666667,0
5.7,1
0.0,0
1.3636363636363635,0
2.3,0
3.2857142857142856,1
2.875,0
-0.2,0
3.4285714285714284,1
1.0714285714285714,0
4.0,1
1.0,0
0.7777777777777778,0
-0.125,0
1.5,0
1.0,0
0.0,0
3.5,0
3.4285714285714284,1
0.0,0
4.5,1
4.333333333333333,1
3.0,1
3.4285714285714284,1
3.4285714285714284,1
3.6666666666666665,1
4.0,1
4.1,1
4.5,1
3.8,1
3.6666666666666665,1
3.4285714285714284,1
3.5,1
4.0,1
5.5,1
4.5,1
4.0,1
4.8,1
3.6666666666666665,1
4.5,1
4.0,1
4.0,1
3.5714285714285716,1
4.071428571428571,1
3.6666666666666665,1
3.2857142857142856,1
4.5,1
3.25,1
4.0,1
5.1,1
4.5,1
4.5,1
3.6666666666666665,1
3.6666666666666665,1
3.642857142857143,1
3.8333333333333335,1
3.25,1
3.6666666666666665,1
6.5,1
4.0,1
5.875,1
3.2857142857142856,1
4.3,1
3.125,1
3.3333333333333335,0
4.5,1
3.6666666666666665,1
3.4285714285714284,1
3.3333333333333335,1
4.5,1
3.25,1
4.0,1
3.8,1
4.0,1
4.5,1
4.5,1
