Net-Reward,Reached
2.3,0
0.7142857142857143,0
-0.16666666666666666,0
3.8,1
3.0,1
3.9166666666666665,1
5.5,1
1.5,1
3.6,1
2.8333333333333335,1
3.6666666666666665,1
3.4285714285714284,1
3.6666666666666665,1
4.333333333333333,1
1.9,0
3.6666666666666665,1
3.6666666666666665,1
4.875,0
1.4375,1
3.25,1
3.2857142857142856,1
4.8,1
5.5,1
3.111111111111111,1
3.2777777777777777,1
5.25,1
3.8,1
3.4285714285714284,1
3.6666666666666665,1
3.6666666666666665,1
3.5,1
4.625,1
1.0,0
2.9166666666666665,0
3.2857142857142856,1
2.625,0
5.5,1
0.0,0
0.5,0
0.4,0
0.0625,0
0.5,0
0.6,0
1.4166666666666667,0
0.14285714285714285,0
0.0,0
1.4,0
0.5,0
0.14285714285714285,0
0.5,0
-0.125,0
0.2222222222222222,0
0.2,0
0.3333333333333333,0
0.4166666666666667,0
1.9166666666666667,0
3.0833333333333335,1
1.1875,0
2.375,0
0.0625,0
0.0,0
0.16666666666666666,0
0.3,0
0.2857142857142857,0
0.4,0
0.6666666666666666,0
0.3333333333333333,0
1.2,0
1.4166666666666667,0
0.18181818181818182,0
0.2222222222222222,0
1.1,0
0.5,0
0.7857142857142857,0
0.75,0
2.357142857142857,1
0.5,0
0.45,0
2.3333333333333335,1
-0.25,0
0.0,0
0.875,0
-0.125,0
0.2,0
0.0,0
-0.25,0
0.0,0
0.3333333333333333,0
0.0,0
-0.25,0
0.0,0
-0.1,0
0.3,0
-0.1,0
0.3888888888888889,0
0.0,0
-0.08333333333333333,0
0.0,0
1.0,0
0.3888888888888889,0
