Net-Reward,Reached
-0.5714285714285714,0
3.875,0
1.0,0
3.0,1
4.5,1
3.6666666666666665,1
4.0,1
5.1,1
4.5,1
4.8,1
3.4375,1
3.25,1
5.625,1
4.666666666666667,1
3.6666666666666665,1
3.4285714285714284,1
4.5,1
4.5,1
4.0,1
5.1,1
3.6666666666666665,1
4.25,1
3.0,1
3.0,1
4.5,1
3.4285714285714284,1
3.25,1
4.0,1
4.0,1
4.0,1
1.9166666666666667,1
4.0,1
3.6666666666666665,1
6.5,0
3.4285714285714284,1
2.3333333333333335,1
4.5,1
3.8,1
3.6666666666666665,1
3.9166666666666665,1
2.5,1
3.6666666666666665,1
4.5,1
3.6666666666666665,1
3.9166666666666665,1
4.785714285714286,1
3.0714285714285716,1
4.214285714285714,1
2.7142857142857144,1
6.25,1
3.25,1
3.857142857142857,1
4.25,1
3.4285714285714284,1
4.1,1
3.0555555555555554,1
4.25,1
8.25,1
2.1666666666666665,1
2.857142857142857,1
6.5,1
4.7,1
3.3125,1
4.444444444444445,1
6.375,1
3.5,1
6.5,1
7.0,1
5.75,1
4.416666666666667,1
5.9,1
5.5,1
3.5714285714285716,1
5.875,1
2.409090909090909,1
4.6875,1
8.125,1
4.142857142857143,1
7.0,1
6.75,1
4.9375,0
6.142857142857143,1
2.8125,1
3.875,1
4.5,1
1.875,1
4.0625,1
7.3,1
7.375,1
3.1666666666666665,1
5.642857142857143,1
1.9166666666666667,1
5.285714285714286,1
4.214285714285714,1
4.0,1
4.15,1
6.416666666666667,1
4.416666666666667,1
6.2,1
3.75,1
