Net-Reward,Reached
1.3571428571428572,1
1.1666666666666667,0
-0.125,0
3.5,1
4.0,1
3.25,1
2.75,1
4.0,1
3.4285714285714284,1
3.625,1
4.5,1
4.214285714285714,1
5.9,1
3.111111111111111,1
3.0,1
1.9375,1
3.4375,1
5.5,1
3.6666666666666665,1
4.0,1
3.6666666666666665,1
4.5,1
4.5,1
4.3,1
2.8333333333333335,1
3.625,1
3.9,1
5.5,1
3.4375,1
3.4285714285714284,1
4.5,1
4.0,1
4.0,1
3.4285714285714284,1
3.0,1
3.6666666666666665,1
3.2857142857142856,1
3.7142857142857144,1
4.5,1
4.5,1
4.214285714285714,1
4.0,1
3.25,1
3.6666666666666665,1
4.5,1
4.5,1
4.0,1
3.4285714285714284,1
3.6666666666666665,1
3.25,1
2.75,1
3.25,1
4.0,1
3.6666666666666665,1
3.5,1
3.5,1
4.7,0
3.6,1
4.0,1
4.25,1
4.0,1
4.5,1
3.0,1
3.5,1
3.6666666666666665,1
4.5,1
3.4285714285714284,1
3.6666666666666665,1
4.0,1
3.6666666666666665,1
4.8,1
4.5,1
3.4375,1
4.5,1
3.6666666666666665,1
4.5,1
4.0,1
3.857142857142857,1
3.25,1
3.25,1
2.8333333333333335,1
2.9375,1
3.25,1
3.4285714285714284,1
5.5,1
4.5,1
3.5,1
3.25,1
4.0,1
3.6666666666666665,1
2.9375,1
3.2,1
3.8,1
4.875,1
3.6666666666666665,1
3.6666666666666665,1
5.625,1
5.875,1
4.3,1
3.5,1
